paragraph_id,subject,subject_cui,subject_type,relation,object,object_cui,object_type,rule_valid,gemini_verdict
5283,nonsteroidal anti-inflammatory drugs,C0003211,Pharmacologic Substance,PREVENTS,prostaglandin production,,Organic Chemical,False,True
5283,nonsteroidal anti-inflammatory drugs,C0003211,Pharmacologic Substance,DISRUPTS,cyclooxygenases,C0033551,"Amino Acid, Peptide, or Protein",False,True
5284,tnf-α,C1456820,"Amino Acid, Peptide, or Protein",CAUSES,expression of adhesion molecules,,Genetic Function,False,True
5288,eosinophils,C0014467,Cell,CAUSES,inflammation,C0021368,Pathologic Function,False,True
5288,eosinophils,C0014467,Cell,CAUSES,tissue damage,C0010957,Injury or Poisoning,False,True
5289,granules,,Biomedical or Dental Material,CONTAINS,arginine-rich basic proteins,C0390113,"Amino Acid, Peptide, or Protein",False,True
5289,eosinophils,C0014467,Cell,CONTAINS,cell-surface receptors,C0034800,"Amino Acid, Peptide, or Protein",False,True
5292,bone marrow,C0005953,Tissue,PRODUCES,eosinophils,C0014467,Cell,False,True
5295,eosinophil degranulation,C1622844,Cell Function,CAUSES,mast cell degranulation,C5235637,Cell Function,False,True
5295,eosinophil degranulation,C1622844,Cell Function,CAUSES,basophil degranulation,C5235637,Cell Function,False,True
5299,constriction,C0009813,Therapeutic or Preventive Procedure,CAUSES,asthmatic response,C0004096,Disease or Syndrome,False,True
5300,histamine,C0019588,Organic Chemical,CAUSES,vascular permeability,C0162337,Organ or Tissue Function,False,True
5300,prostaglandins,C0033554,Organic Chemical,CAUSES,vascular permeability,C0162337,Organ or Tissue Function,False,True
5301,mast cells,C0024880,Cell,CAUSES,late-phase reaction,C0001349,Pathologic Function,False,True
5309,permeability,C0031164,Natural Phenomenon or Process,CAUSES,hives,C0042109,Disease or Syndrome,False,True
5310,allergen,C0002092,Immunologic Factor,INTERACTS_WITH,mast cells,C0024880,Cell,False,True
5310,mast cells,C0024880,Cell,CAUSES,inflammatory reaction,C0021368,Pathologic Function,False,True
5311,contraction,C1140999,Pathologic Function,CAUSES,vomiting,C0042963,Sign or Symptom,False,True
5311,gut,C0017189,Body System,CAUSES,diarrhea,C0011991,Sign or Symptom,False,True
5312,asthma,C0004096,Disease or Syndrome,CAUSES,urticaria,C0042109,Disease or Syndrome,False,True
5312,inhaled allergen,C0004048,Organism Function,INTERACTS_WITH,mast cells,C0024880,Cell,False,True
5312,mast cells,C0024880,Cell,CAUSES,mucus,C0026727,Body Substance,False,True
5312,ingested allergen,C0002092,Immunologic Factor,CAUSES,vomiting,C0042963,Sign or Symptom,False,True
5312,ingested allergen,C0002092,Immunologic Factor,CAUSES,diarrhea,C0011991,Sign or Symptom,False,True
5313,autoantibody,C0004358,"Amino Acid, Peptide, or Protein",CAUSES,mast-cell degranulation,C1622891,Cell Function,False,True
5313,mast-cell degranulation,C1622891,Cell Function,CAUSES,urticaria,C0042109,Disease or Syndrome,False,True
5313,omalizumab,C0966225,"Amino Acid, Peptide, or Protein",TREATS,hives,C0042109,Disease or Syndrome,False,True
5315,α-adrenergic receptors,C0034783,"Amino Acid, Peptide, or Protein",PREVENTS,cardiovascular effects,C0007226,Body System,False,True
5329,t-bet,C1420610,Gene or Genome,INTERACTS_WITH,promoter,C0086860,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
5331,rhinovirus infection,C0276447,Disease or Syndrome,CAUSES,hospitalizations,C0019993,Health Care Activity,False,True
5337,antihistamines,C0019590,Organic Chemical,TREATS,allergic disease,C0020517,Pathologic Function,False,True
5337,epinephrine,C0014563,Organic Chemical,TREATS,anaphylactic reactions,C4316895,Pathologic Function,False,True
5339,antihistamines,C0019590,Organic Chemical,MANAGES,allergic rhinoconjunctivitis,C0009766,Disease or Syndrome,False,True
5339,antileukotriene drugs,C0595726,Organic Chemical,MANAGES,asthma,C0004096,Disease or Syndrome,False,True
5339,inhaled corticosteroids,C0001617,Organic Chemical,MANAGES,inflammation,C0021368,Pathologic Function,False,True
5339,topical corticosteroids,C0304604,Pharmacologic Substance,MANAGES,eczema,C0013595,Disease or Syndrome,False,True
5340,suppressive therapy,C4744451,Therapeutic or Preventive Procedure,PREVENTS,ige function,C0031843,Physiologic Function,False,True
5340,omalizumab,C0966225,"Amino Acid, Peptide, or Protein",MANAGES,chronic urticaria,C0263338,Disease or Syndrome,False,True
5340,omalizumab,C0966225,"Amino Acid, Peptide, or Protein",MANAGES,chronic asthma,C0877430,Disease or Syndrome,False,True
5349,drug,C0013227,Pharmacologic Substance,INTERACTS_WITH,cell surface,C0699040,Cell Component,False,True
5350,anti-drug igg antibodies,C3811629,"Amino Acid, Peptide, or Protein",CAUSES,destruction,C1261381,Therapeutic or Preventive Procedure,False,True
5354,c5a,C1367710,Gene or Genome,INTERACTS_WITH,mast cell,C0024880,Cell,False,True
5355,c5a,C1367710,Gene or Genome,CAUSES,inflammatory response,C1155266,Pathologic Function,False,True
5355,c5a,C1367710,Gene or Genome,INTERACTS_WITH,c5a receptors,C0056196,"Amino Acid, Peptide, or Protein",False,True
5356,antiserum,C0020960,"Amino Acid, Peptide, or Protein",TREATS,pneumococcal pneumonia,C0032300,Disease or Syndrome,False,True
5356,antiserum,C0020960,"Amino Acid, Peptide, or Protein",TREATS,infection,C0009450,Disease or Syndrome,False,True
5356,antivenin,C0003450,"Amino Acid, Peptide, or Protein",TREATS,bites,C0005658,Injury or Poisoning,False,True
5357,injection,C0021485,Therapeutic or Preventive Procedure,PRECEDES,serum sickness,C0036830,Disease or Syndrome,False,True
5359,ligation,C0023690,Therapeutic or Preventive Procedure,CAUSES,mast-cell degranulation,C1622891,Cell Function,False,True
5359,anaphylatoxins c3a,C1332656,Gene or Genome,CAUSES,mast-cell degranulation,C1622891,Cell Function,False,True
5359,c5a,C1367710,Gene or Genome,CAUSES,mast-cell degranulation,C1622891,Cell Function,False,True
5359,mast-cell degranulation,C1622891,Cell Function,PRODUCES,histamine,C0019588,Organic Chemical,False,True
5361,injection,C0021485,Therapeutic or Preventive Procedure,CAUSES,antibody response,C0871261,Organism Attribute,False,True
5361,antibodies,C0003241,"Amino Acid, Peptide, or Protein",PRODUCES,immune complexes,C0003313,"Amino Acid, Peptide, or Protein",False,True
5361,immune complexes,C0003313,"Amino Acid, Peptide, or Protein",CAUSES,fever,C0015967,Sign or Symptom,False,True
5362,immune complexes,C0003313,"Amino Acid, Peptide, or Protein",CAUSES,complement,C0009498,"Amino Acid, Peptide, or Protein",False,True
5362,leukocytes,C0023516,Cell,CAUSES,tissue damage,C0010957,Injury or Poisoning,False,True
5365,inhaled allergens,C0002092,Immunologic Factor,CAUSES,igg response,C0020852,"Amino Acid, Peptide, or Protein",False,True
5365,alveoli,C1515933,"Body Part, Organ, or Organ Component",LOCATION_OF,immune complexes,C0003313,"Amino Acid, Peptide, or Protein",False,True
5368,mantoux test,C1304836,Diagnostic Procedure,EVALUATION_OF,infection,C0009450,Disease or Syndrome,False,True
5368,th1 cells,C0242632,Cell,CAUSES,response,C0871261,Organism Attribute,False,True
5369,toxic chemicals,C0600688,Injury or Poisoning,CAUSES,contact dermatitis,C0011616,Disease or Syndrome,False,True
5374,th1 cells,C0242632,Cell,AFFECTS,local blood vessels,C0005847,"Body Part, Organ, or Organ Component",False,True
5378,langerhans cells,C0023005,Cell,AFFECTS,t cells,C0039194,Cell,False,True
5379,cd8 t cells,C0242629,Cell,CAUSES,rash,C0015230,Sign or Symptom,False,True
5381,th1 cells,C0242632,Cell,PRODUCES,inflammation,C0021368,Pathologic Function,False,True
5385,poison ivy,C0162451,Disease or Syndrome,CAUSES,allergic contact dermatitis,C0162820,Disease or Syndrome,False,True
5385,allergic contact dermatitis,C0162820,Disease or Syndrome,CAUSES,skin lesions,C0037284,Disease or Syndrome,False,True
5399,peptides,C0030956,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,innate immune system,C0020962,Body System,False,True
5399,epithelial cells,C0014597,Cell,CAUSES,mic-a,C1448848,"Amino Acid, Peptide, or Protein",False,True
5399,cd8 t cells,C0242629,Cell,INTERACTS_WITH,epithelial cells,C0014597,Cell,False,True
5418,high blood pressure,C0020538,Disease or Syndrome,CAUSES,death,C0011065,Organism Function,False,True
5419,self proteins,C4042842,"Amino Acid, Peptide, or Protein",BRINGS_ABOUT,immune response,C0020964,Organ or Tissue Function,False,True
5419,immune response,C0020964,Organ or Tissue Function,CONTAINS,ige,C0020846,"Amino Acid, Peptide, or Protein",False,True
5420,blood vessel walls,C1180033,"Body Part, Organ, or Organ Component",LOCATION_OF,immune complexes,C0003313,"Amino Acid, Peptide, or Protein",False,True
5422,complement system,C0009498,"Amino Acid, Peptide, or Protein",BRINGS_ABOUT,anaphylatoxin c5a,C1367710,Gene or Genome,False,True
5425,igg antibodies,C0003241,"Amino Acid, Peptide, or Protein",BRINGS_ABOUT,immune complexes,C0003313,"Amino Acid, Peptide, or Protein",False,True
5426,tuberculin test,C0041290,Diagnostic Procedure,EXHIBITS,delayed-type hypersensitivity reaction,C0020522,Pathologic Function,False,True
5430,innate and adaptive immune responses,C1155229,Cell Function,OCCURS_IN,asthma,C0004096,Disease or Syndrome,False,True
5436,class switching,C0206071,Genetic Function,PART_OF,sensitization,C1325847,Organism Function,False,True
5440,innate lymphoid cells,C5401424,Cell,AFFECTS,sensitization,C1325847,Organism Function,False,True
5444,b cells,C0004561,Cell,AFFECTS,contact hypersensitivity reactions,C1302878,Pathologic Function,False,True
5447,basophils,C0004827,Cell,IS_A,antigen-presenting cells,C0003315,Cell,False,True
5484,il-10,C0085295,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,regulatory t cells,C0039198,Cell,False,True
5488,dendritic cells,C0011306,Cell,PRODUCES,ido,C1324422,Molecular Function,False,True
5489,ige,C0020846,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,immune system,C0020962,Body System,False,True
5494,tissues,C0040300,Tissue,LOCATION_OF,mast cells,C0024880,Cell,False,True
5494,mast cells,C0024880,Cell,MANAGES,allergic reactions,C0020517,Pathologic Function,False,True
5502,tryptase,C0147080,"Amino Acid, Peptide, or Protein",DIAGNOSES,anaphylaxis,C0002792,Pathologic Function,False,True
5502,tryptase,C0147080,"Amino Acid, Peptide, or Protein",DIAGNOSES,mastocytosis,C0024899,Disease or Syndrome,False,True
5506,basophils,C0004827,Cell,CAUSES,inflammation,C0021368,Pathologic Function,False,True
5506,basophils,C0004827,Cell,CAUSES,tissue damage,C0010957,Injury or Poisoning,False,True
5527,allergen inhalation,C0004048,Organism Function,ASSOCIATED_WITH,rhinitis,C0035455,Disease or Syndrome,False,True
5527,allergen inhalation,C0004048,Organism Function,ASSOCIATED_WITH,asthma,C0004096,Disease or Syndrome,False,True
5533,il-4,C0021758,"Amino Acid, Peptide, or Protein",OCCURS_IN,allergic airway disease,C0024117,Disease or Syndrome,False,True
5533,il-13,C0214743,"Amino Acid, Peptide, or Protein",OCCURS_IN,allergic airway disease,C0024117,Disease or Syndrome,False,True
5535,interleukin-13,C0214743,"Amino Acid, Peptide, or Protein",AFFECTS,epithelial cells,C0014597,Cell,False,True
5535,interleukin-13,C0214743,"Amino Acid, Peptide, or Protein",CAUSES,mucus overproduction,C2610947,Cell Function,False,True
5541,innate lymphoid cells,C5401424,Cell,OCCURS_IN,human disease,C0162534,Disease or Syndrome,False,True
5547,effector pathways,C0013681,"Body Part, Organ, or Organ Component",AFFECTS,ige-mediated allergic disease,C0020523,Pathologic Function,False,True
5563,immune-complex formation,C3269238,Organism Function,CAUSES,systemic disease,C0442893,Disease or Syndrome,False,True
5564,anti-thymocyte globulin{c0003442},C0003442,"Amino Acid, Peptide, or Protein",TREATS,bone marrow failure,C0030312,Disease or Syndrome,False,True
5569,macrophages,C0024432,Cell,CAUSES,inflammatory response,C1155266,Pathologic Function,False,True
5570,th1 cells,C0242632,Cell,AFFECTS,hypersensitivity reactions,C0020517,Pathologic Function,False,True
5570,cd8 cytotoxic t cells,C0039195,Cell,AFFECTS,hypersensitivity reactions,C0020517,Pathologic Function,False,True
5572,urushiol,C0077941,Organic Chemical,IS_A,hapten,C0018593,Immunologic Factor,False,True
5576,tcr,C0034790,"Amino Acid, Peptide, or Protein",INDICATES,complementarity-determining region 3,C0887928,"Amino Acid, Peptide, or Protein",False,True
5584,gene rearrangements,C0017287,Genetic Function,PRODUCES,lymphocytes,C0024264,Cell,False,True
5584,adaptive immune responses,C1155229,Cell Function,CAUSES,transplant rejection,C0018129,Organ or Tissue Function,False,True
5586,immune system,C0020962,Body System,USES,surrogate markers,C4053457,Family Group,False,True
5594,autoimmune responses,C0443146,Pathologic Function,PRODUCES,autoreactive effector cells,C3641722,Cell,False,True
5594,autoimmune responses,C0443146,Pathologic Function,PRODUCES,antibodies,C0003241,"Amino Acid, Peptide, or Protein",False,True
5594,dysregulated reactions,C4708791,Pathologic Function,CAUSES,chronic syndromes,C0006109,Disease or Syndrome,False,True
5598,innate immune system,C0020962,Body System,PRODUCES,danger signals,C0037083,Cell Function,False,True
5601,checkpoint,C1155874,Cell Function,PREVENTS,antiself responses,C0871261,Organism Attribute,False,True
5601,organ,C0178784,"Body Part, Organ, or Organ Component",LOCATION_OF,antigen,C0003320,Immunologic Factor,False,True
5602,checkpoint,C1155874,Cell Function,PREVENTS,autoimmunity,C0004364,Disease or Syndrome,False,True
5603,immune system,C0020962,Body System,PREVENTS,damage,C0010957,Injury or Poisoning,False,True
5609,aire protein,C0668532,"Amino Acid, Peptide, or Protein",MANAGES,thymic medullary cells,C1710401,Cell,False,True
5611,tlr‑9,C0670896,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,cpg sequences,C1148805,Genetic Function,False,True
5620,antigens,C0003320,Immunologic Factor,INTERACTS_WITH,t cells,C0039194,Cell,False,True
5627,ligation,C0023690,Therapeutic or Preventive Procedure,CAUSES,apoptosis,C0162638,Cell Function,False,True
5642,immune system,C0020962,Body System,PREVENTS,autoimmune disease,C0004364,Disease or Syndrome,False,True
5642,regulatory t cells,C0039198,Cell,AFFECTS,autoimmune responses,C0443146,Pathologic Function,False,True
5642,t cells,C0039194,Cell,AFFECTS,self-reactive lymphocytes,C4317010,Cell,False,True
5644,cytotoxic t cells,C0039195,Cell,AFFECTS,self tissues,C0040300,Tissue,False,True
5646,bacteria,C0004611,Bacterium,AFFECTS,dendritic cells,C0011306,Cell,False,True
5647,infectious agents,C0314732,Organism,PRODUCES,epitope,C0003316,Immunologic Factor,False,True
5650,immune attack,C1261512,Social Behavior,CAUSES,type 1 diabetes,C0011854,Disease or Syndrome,False,True
5651,graves’ disease,C0018213,Disease or Syndrome,PRODUCES,antibodies,C0003241,"Amino Acid, Peptide, or Protein",False,True
5651,hashimoto’s thyroiditis,C0677607,Disease or Syndrome,PRODUCES,antibodies,C0003241,"Amino Acid, Peptide, or Protein",False,True
5652,autoimmune hemolytic anemia,C0002880,Disease or Syndrome,DISRUPTS,red blood cells,C0014792,Cell,False,True
5658,t cells,C0039194,Cell,CAUSES,damage,C0010957,Injury or Poisoning,False,True
5658,t cells,C0039194,Cell,CAUSES,local inflammation,C0021368,Pathologic Function,False,True
5671,phagocytic myeloid cells,C0031307,Cell,CAUSES,tissue damage,C0010957,Injury or Poisoning,False,True
5674,chronic inflammation,C0021376,Pathologic Function,CAUSES,release,C0030685,Health Care Activity,False,True
5674,tissue damage,C0010957,Injury or Poisoning,CAUSES,release,C0030685,Health Care Activity,False,True
5674,tissue damage,C0010957,Injury or Poisoning,DISRUPTS,barrier,C1706912,Medical Device,False,True
5675,circulating b cell,C3899623,Cell,INTERACTS_WITH,self antigens,C0004359,Immunologic Factor,False,True
5675,antigen-specifc antibody,C4086919,"Amino Acid, Peptide, or Protein",CAUSES,inflammatory response,C0871261,Organism Attribute,False,True
5677,autoantigens,C0004359,Immunologic Factor,AFFECTS,b cells,C0004561,Cell,False,True
5678,autoantigens,C0004359,Immunologic Factor,INTERACTS_WITH,b cells,C0004561,Cell,False,True
5680,autoantibody response,C0871261,Organism Attribute,CAUSES,epitope spreading,C0003316,Immunologic Factor,False,True
5686,autoantibody-mediated cellular injury,C4552279,Injury or Poisoning,CAUSES,tissue damage,C0010957,Injury or Poisoning,False,True
5688,autoantibodies,C0004358,"Amino Acid, Peptide, or Protein",DISRUPTS,desmosomes,C0011703,Cell Component,False,True
5690,antibodies,C0003241,"Amino Acid, Peptide, or Protein",CAUSES,outer layers,C0934502,"Body Part, Organ, or Organ Component",False,True
5694,igg,C0020852,"Amino Acid, Peptide, or Protein",CAUSES,destruction,C1261381,Therapeutic or Preventive Procedure,False,True
5694,antibodies,C0003241,"Amino Acid, Peptide, or Protein",CAUSES,destruction,C1261381,Therapeutic or Preventive Procedure,False,True
5695,neutropenia,C0023530,Disease or Syndrome,CAUSES,susceptibility,C0012655,Clinical Attribute,False,True
5696,fixation,C0185023,Therapeutic or Preventive Procedure,CAUSES,inflammatory response,C1155266,Pathologic Function,False,True
5698,autoantibody,C0004358,"Amino Acid, Peptide, or Protein",CAUSES,complement activation,C0009528,Molecular Function,False,True
5698,complement activation,C0009528,Molecular Function,CAUSES,complement fragment c5a,C0009521,"Amino Acid, Peptide, or Protein",False,True
5700,autoantibodies,C0004358,"Amino Acid, Peptide, or Protein",CAUSES,membrane‑attack complex,C0009545,"Amino Acid, Peptide, or Protein",False,True
5701,autoantibodies,C0004358,"Amino Acid, Peptide, or Protein",CAUSES,thyroid hormones,C0040135,Hormone,False,True
5705,acetylcholine,C0001041,Organic Chemical,CAUSES,muscle contraction,C0026820,Physiologic Function,False,True
5709,autoantibodies,C0003241,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,basement membranes,C0004799,Tissue,False,True
5709,autoantibodies,C0003241,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,fcγreceptors,C3641722,Cell,False,True
5709,autoantibodies,C0003241,"Amino Acid, Peptide, or Protein",CAUSES,complement,C0009498,"Amino Acid, Peptide, or Protein",False,True
5710,antibody response,C0003261,Biologic Function,PRODUCES,immune complexes,C0003313,"Amino Acid, Peptide, or Protein",False,True
5714,defective clearance,,,CAUSES,overproduction,C0001622,Disease or Syndrome,False,True
5715,injection,C0021485,Therapeutic or Preventive Procedure,CAUSES,serum sickness,C0036830,Disease or Syndrome,False,True
5718,ssrna,C3272452,"Nucleic Acid, Nucleoside, or Nucleotide",CAUSES,tlr‑7,C1336763,Gene or Genome,False,True
5718,dsrna,C0035693,"Nucleic Acid, Nucleoside, or Nucleotide",CAUSES,tlr‑9,C1336763,Gene or Genome,False,True
5718,ifn‑α,C3539881,"Amino Acid, Peptide, or Protein",CAUSES,baff production,C1420816,Gene or Genome,False,True
5718,baff,C1420816,Gene or Genome,INTERACTS_WITH,receptors,C0597357,"Amino Acid, Peptide, or Protein",False,True
5731,t cells,C0206116,Cell,TRAVERSES,blood–brain barrier,C0005854,"Body Part, Organ, or Organ Component",False,True
5733,rank ligand,C0667477,Chemical,AFFECTS,osteoclasts,C0029431,Cell,False,True
5751,mutations,C0026882,Genetic Function,AFFECTS,genes,C0017337,Gene or Genome,False,True
5752,underexpression,C5554855,Cell or Molecular Dysfunction,CAUSES,inflammatory bowel disease,C0003864,Disease or Syndrome,False,True
5758,chromosome 2,C0008662,Cell Component,LOCATION_OF,ctla4 locus,C0002085,Gene or Genome,False,True
5763,regulatory t cells,C0039198,Cell,USES,gene-regulatory elements,C0034987,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
5764,hla alleles,C0002085,Gene or Genome,AFFECTS,disease,C0012634,Disease or Syndrome,False,True
5765,genes,C0017337,Gene or Genome,AFFECTS,autoimmunity,C0004364,Disease or Syndrome,False,True
5766,genes,C0017337,Gene or Genome,AFFECTS,autoantigen,C0004359,Immunologic Factor,False,True
5767,genes,C0017337,Gene or Genome,AFFECTS,self proteins,C4042842,"Amino Acid, Peptide, or Protein",False,True
5768,mutations,C0026882,Genetic Function,AFFECTS,cytokines,C0079189,"Amino Acid, Peptide, or Protein",False,True
5770,gene aire,C1412304,Gene or Genome,CAUSES,disease apeced,C0242635,Disease or Syndrome,False,True
5771,foxp3,C1416467,Gene or Genome,CAUSES,ipex,C0342288,Disease or Syndrome,False,True
5774,defective development,C0000768,Congenital Abnormality,CAUSES,autoimmunity,C0004364,Disease or Syndrome,False,True
5780,mhc alleles,C0002085,Gene or Genome,CAUSES,disease susceptibility,C0012655,Clinical Attribute,False,True
5782,hla‑dr2,C0019770,Immunologic Factor,PREVENTS,diabetes,C0011847,Disease or Syndrome,False,True
5788,treg cells,C0039198,Cell,PREVENTS,effector cd4 t‑cell development,C0007634,Cell,False,True
5790,genetic variants,C0042333,Natural Phenomenon or Process,DISRUPTS,innate immune responses,C0020969,Organism Attribute,False,True
5791,crohn’s disease,C0010346,Disease or Syndrome,IS_A,inflammatory bowel disease,C0021390,Disease or Syndrome,False,True
5791,inflammation,C0021368,Pathologic Function,AFFECTS,ileum,C0020885,"Body Part, Organ, or Organ Component",False,True
5791,loss of function,C1561643,Disease or Syndrome,CAUSES,cd,C0018553,Neoplastic Process,False,True
5791,gain of function,C0031843,Physiologic Function,CAUSES,blau syndrome,C1861303,Disease or Syndrome,False,True
5797,vitamin d,C0014695,Organic Chemical,AFFECTS,cells,C0007634,Cell,False,True
5802,inflammatory mediators,C0243042,Pharmacologic Substance,AFFECTS,lymphocytes,C0024264,Cell,False,True
5802,infection,C0009450,Disease or Syndrome,CAUSES,tissue destruction,C1446300,Therapeutic or Preventive Procedure,False,True
5802,tissue destruction,C1446300,Therapeutic or Preventive Procedure,CAUSES,self antigen,C0004359,Immunologic Factor,False,True
5802,il-1,C0021755,"Amino Acid, Peptide, or Protein",AFFECTS,regulatory t cells,C0039198,Cell,False,True
5802,il-6,C0021760,"Amino Acid, Peptide, or Protein",AFFECTS,regulatory t cells,C0039198,Cell,False,True
5803,viral or bacterial infections,C0004623,Disease or Syndrome,CAUSES,inflammation,C0021368,Pathologic Function,False,True
5803,viral or bacterial infections,C0004623,Disease or Syndrome,CAUSES,tissue damage,C0010957,Injury or Poisoning,False,True
5804,microbial ligands,C0023688,Chemical,AFFECTS,dendritic cells,C0011306,Cell,False,True
5804,microbial ligands,C0023688,Chemical,AFFECTS,macrophages,C0024432,Cell,False,True
5804,cytokines,C0079189,"Amino Acid, Peptide, or Protein",AFFECTS,b cells,C0004561,Cell,False,True
5808,lcmv infection,C0024267,Virus,AFFECTS,cd8 t cells,C0242629,Cell,False,True
5808,cd8 t cells,C0242629,Cell,AFFECTS,islet cells,C0022131,"Body Part, Organ, or Organ Component",False,True
5809,virus,C0042776,Virus,AFFECTS,t cells,C0039194,Cell,False,True
5809,t cells,C0039194,Cell,INTERACTS_WITH,viral antigen,C0003342,Immunologic Factor,False,True
5812,streptococcal cell wall,C0038402,Bacterium,AFFECTS,antibody response,C0003261,Biologic Function,False,True
5813,lcmv,C0024267,Virus,AFFECTS,antiviral cytotoxic t‑cell response,C0677881,Therapeutic or Preventive Procedure,False,True
5814,immune response,C0020964,Organ or Tissue Function,PRODUCES,antibodies,C0003241,"Amino Acid, Peptide, or Protein",False,True
5817,procainamide,C0033216,Organic Chemical,CAUSES,autoantibodies,C0004358,"Amino Acid, Peptide, or Protein",False,True
5825,immune responses,C0020964,Organ or Tissue Function,CAUSES,rejection,C0037822,Disease or Syndrome,False,True
5827,graft rejection,C0018129,Organ or Tissue Function,IS_A,immunological response,C0020964,Organ or Tissue Function,False,True
5831,t cells,C0039194,Cell,CAUSES,second-set rejection,C0035015,Social Behavior,False,True
5832,antibodies,C0003241,"Amino Acid, Peptide, or Protein",AFFECTS,second-set rejection,C0035015,Social Behavior,False,True
5833,immune response,C0871261,Organism Attribute,CAUSES,transplant rejection,C0018129,Organ or Tissue Function,False,True
5834,alloreactive immune response,C0020964,Organ or Tissue Function,AFFECTS,mhc molecule,C0019629,"Amino Acid, Peptide, or Protein",False,True
5835,recognition,C0524637,Mental Process,CAUSES,graft rejection,C0018129,Organ or Tissue Function,False,True
5836,immunosuppressive drugs,C0021081,Pharmacologic Substance,PREVENTS,rejection,C0035015,Social Behavior,False,True
5837,peptides,C0030956,"Amino Acid, Peptide, or Protein",CAUSES,rejection,C0035015,Social Behavior,False,True
5841,peptides,C0030956,"Amino Acid, Peptide, or Protein",PHYSICALLY_RELATED_TO,endoplasmic reticulum,C0014239,Cell Component,False,True
5841,peptides,C0030956,"Amino Acid, Peptide, or Protein",PHYSICALLY_RELATED_TO,mhc class i molecules,C0019629,"Amino Acid, Peptide, or Protein",False,True
5841,antigenic peptide,C0597880,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,t cells,C0039194,Cell,False,True
5845,organ grafts,C0181074,Biomedical or Dental Material,CONTAINS,antigen-presenting cells,C0003315,Cell,False,True
5846,donor dendritic cells,C0011306,Cell,CONTAINS,complexes,C1704241,Chemical Viewed Structurally,False,True
5846,complexes,C1704241,Chemical Viewed Structurally,PHYSICALLY_RELATED_TO,receptors,C0597357,"Amino Acid, Peptide, or Protein",False,True
5846,effector t cells,C3641722,Cell,PHYSICALLY_RELATED_TO,organ,C0178784,"Body Part, Organ, or Organ Component",False,True
5847,effector t cells,C3641722,Cell,INTERACTS_WITH,graft,C0181074,Biomedical or Dental Material,False,True
5848,antigen-presenting cells,C0003315,Cell,INTERACTS_WITH,t cells,C0039194,Cell,False,True
5849,t cells,C0039194,Cell,INTERACTS_WITH,graft mhc molecules,C0019629,"Amino Acid, Peptide, or Protein",False,True
5849,t cells,C0039194,Cell,INTERACTS_WITH,macrophages,C0024432,Cell,False,True
5849,macrophages,C0024432,Cell,CAUSES,tissue injury,C4552279,Injury or Poisoning,False,True
5849,macrophages,C0024432,Cell,CAUSES,fibrosis,C0016059,Pathologic Function,False,True
5850,donor dendritic cell,C0003315,Cell,INTERACTS_WITH,t‑cell receptors,C0034800,"Amino Acid, Peptide, or Protein",False,True
5850,hla class ii molecules,C0019630,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,cd4 t cells,C5420769,Cell,False,True
5852,antibodies,C0003241,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,vascular endothelium,C0014261,Tissue,False,True
5852,antibodies,C0003241,"Amino Acid, Peptide, or Protein",CAUSES,complement,C0009498,"Amino Acid, Peptide, or Protein",False,True
5852,antibodies,C0003241,"Amino Acid, Peptide, or Protein",CAUSES,clotting cascades,C1817996,Organism Function,False,True
5852,clots,C0302148,Pathologic Function,CAUSES,hemorrhage,C0019080,Pathologic Function,False,True
5853,antibodies,C0003241,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,endothelium,C0014257,Tissue,False,True
5854,antibodies,C0003241,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,vascular endothelial cells,C1257792,Cell,False,True
5854,antibodies,C0003241,"Amino Acid, Peptide, or Protein",CAUSES,blood clotting cascades,C0005778,Organ or Tissue Function,False,True
5856,antibodies,C0003241,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,graft endothelial cells,C0225336,Cell,False,True
5859,immunosuppressive therapy,C0021079,Therapeutic or Preventive Procedure,CAUSES,vascular injury,C0178324,Injury or Poisoning,False,True
5861,alloantibodies,C0022144,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,blood vessels,C0005847,"Body Part, Organ, or Organ Component",False,True
5862,anti‑cd3 monoclonal antibody,C3831520,"Amino Acid, Peptide, or Protein",PREVENTS,signaling,C0037083,Cell Function,False,True
5862,cyclosporin,C0010592,"Amino Acid, Peptide, or Protein",DISRUPTS,translocation,C0040715,Cell or Molecular Dysfunction,False,True
5862,tacrolimus,C0085149,Organic Chemical,DISRUPTS,translocation,C0040715,Cell or Molecular Dysfunction,False,True
5862,belatacept,,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,b7,C0507117,"Body Part, Organ, or Organ Component",False,True
