paragraph_id,subject,subject_cui,subject_type,relation,object,object_cui,object_type,rule_valid,gemini_verdict
2026,granules,C3853573,Biomedical or Dental Material,CONTAINS,platelet thromboplastic factor,C0040048,"Amino Acid, Peptide, or Protein",False,True
2027,fibrinogen,C0016006,"Amino Acid, Peptide, or Protein",PRODUCES,fibrin,C0015982,"Amino Acid, Peptide, or Protein",False,True
2029,hemostatic plug,C0019116,Organ or Tissue Function,PREVENTS,movement,C0026649,Organism Function,False,True
2030,platelets,C0005821,Cell,CAUSES,clot retraction,C1140999,Pathologic Function,False,True
2032,hemopoiesis,C0018951,Organ or Tissue Function,CONSISTS_OF,erythropoiesis,C0014819,Organ or Tissue Function,False,True
2032,hemopoiesis,C0018951,Organ or Tissue Function,CONSISTS_OF,leukopoiesis,C0525007,Organ or Tissue Function,False,True
2032,thrombopoiesis,C0221145,Cell Function,PRODUCES,platelets,C0005821,Cell,False,True
2033,erythrocytes,C0014792,Cell,OCCURS_IN,red bone marrow,C0229624,Tissue,False,True
2033,granulocytes,C0018183,Cell,OCCURS_IN,red bone marrow,C0229624,Tissue,False,True
2033,monocytes,C0026473,Cell,OCCURS_IN,red bone marrow,C0229624,Tissue,False,True
2033,platelets,C0005821,Cell,OCCURS_IN,red bone marrow,C0229624,Tissue,False,True
2033,lymphocytes,C0024264,Cell,OCCURS_IN,red bone marrow,C0229624,Tissue,False,True
2033,lymphocytes,C0024264,Cell,OCCURS_IN,lymphatic tissues,C0024296,Tissue,False,True
2035,erythrocytes,C0014792,Cell,OCCURS_IN,organs,C0178784,"Body Part, Organ, or Organ Component",False,True
2035,leukocytes,C0023516,Cell,OCCURS_IN,organs,C0178784,"Body Part, Organ, or Organ Component",False,True
2035,hemopoietic centers,C2976467,"Amino Acid, Peptide, or Protein",OCCURS_IN,liver,C0023884,"Body Part, Organ, or Organ Component",False,True
2035,blood cell formation,C0018951,Organ or Tissue Function,OCCURS_IN,liver,C0023884,"Body Part, Organ, or Organ Component",False,True
2035,precursors,C0035682,"Nucleic Acid, Nucleoside, or Nucleotide",OCCURS_IN,yolk sac,C0043425,Embryonic Structure,False,True
2038,hemopoietic stem cell,C0018956,Cell,PRODUCES,blood cell,C0005773,Cell,False,True
2044,hemopoietic stem cell,C0018956,Cell,PRODUCES,progenitor stem cell,C0038250,Cell,False,True
2045,hemopoietic stem cell,C0018956,Cell,PRODUCES,multipotential progenitor cell,C1513753,Cell,False,True
2045,hemopoietic stem cell,C0018956,Cell,PRODUCES,myeloid progenitor cell,C0596993,Cell,False,True
2045,hemopoietic stem cell,C0018956,Cell,PRODUCES,lymphoid progenitor,C1955939,Cell,False,True
2047,organs,C0178784,"Body Part, Organ, or Organ Component",LOCATION_OF,erythrocytes,C0014792,Cell,False,True
2048,megakaryocyte/erythrocyte progenitor,C2350244,Cell,PRODUCES,megakaryocyte-committed progenitor cells,C2350245,Cell,False,True
2048,megakaryocyte/erythrocyte progenitor,C2350244,Cell,PRODUCES,erythrocyte-committed progenitor cells,C1257772,Cell,False,True
2048,erythrocyte-committed progenitor cells,C1257772,Cell,PRODUCES,erythrocyte lineage,C0014792,Cell,False,True
2049,granulocyte/monocyte progenitor,C1706982,Cell,PRODUCES,neutrophil progenitors,C0027950,Cell,False,True
2049,granulocyte/monocyte progenitor,C1706982,Cell,PRODUCES,eosinophil progenitors,C0014467,Cell,False,True
2049,granulocyte/monocyte progenitor,C1706982,Cell,PRODUCES,monocyte progenitors,C0026473,Cell,False,True
2049,granulocyte/monocyte progenitor,C1706982,Cell,PRODUCES,dendritic cells,C0011306,Cell,False,True
2050,lymphoid progenitor,C1955939,Cell,PRODUCES,dendritic cells,C0011306,Cell,False,True
2060,blood,C0005767,Body Substance,LOCATION_OF,platelets,C0005821,Cell,False,True
2060,platelets,C0005821,Cell,PERFORMS,mitosis,C0026255,Cell Function,False,True
2074,erythropoiesis,C0014819,Organ or Tissue Function,PROCESS_OF,erythrocytes,C0014792,Cell,False,True
2077,proerythroblast,C0242277,Cell,CONTAINS,nucleus,C0007610,Cell Component,False,True
2078,proerythroblast,C0242277,Cell,PRODUCES,basophilic erythroblast,C0229628,Cell,False,True
2082,orthochromatophilic erythroblast,C0029330,Cell,CONTAINS,cytoplasm,C0010834,Cell Component,False,True
2082,orthochromatophilic erythroblast,C0029330,Cell,CONTAINS,nucleus,C0007610,Cell Component,False,True
2083,orthochromatophilic erythroblast,C0029330,Cell,PART_OF,erythropoiesis,C0014819,Organ or Tissue Function,False,True
2085,polyribosomes,C0032592,Cell Component,CAUSES,basophilia,C0702266,Disease or Syndrome,False,True
2086,cytoplasm,C0010834,Cell Component,CONTAINS,mitochondria,C0026237,Cell Component,False,True
2086,cytoplasm,C0010834,Cell Component,CONTAINS,ribosomes,C0035553,Cell Component,False,True
2089,mitoses,C0026255,Cell Function,OCCURS_IN,proerythroblasts,C0242277,Cell,False,True
2089,mitoses,C0026255,Cell Function,OCCURS_IN,basophilic erythroblasts,C0229628,Cell,False,True
2090,circulation,C0005775,Physiologic Function,LOCATION_OF,progeny,C0680063,Family Group,False,True
2090,erythropoietin,C0014822,"Amino Acid, Peptide, or Protein",MANAGES,erythrocyte formation,C0014792,Cell,False,True
2090,erythropoietin,C0014822,"Amino Acid, Peptide, or Protein",MANAGES,release,C0030685,Health Care Activity,False,True
2094,bone marrow,C0005953,Tissue,PRODUCES,platelets,C0005821,Cell,False,True
2096,bone marrow,C0005953,Tissue,LOCATION_OF,platelets,C0005821,Cell,False,True
2096,myeloid progenitor (cmp) cells,C0596993,Cell,PRODUCES,platelets,C0005821,Cell,False,True
2100,myeloid progenitor (cmp) stem cell,C0596993,Cell,PRODUCES,granulocytes,C0018183,Cell,False,True
2100,myeloid progenitor (cmp) stem cell,C0596993,Cell,PRODUCES,granulocyte/monocyte progenitors,C1706982,Cell,False,True
2101,myeloblasts,C0229633,Cell,PROCESS_OF,granulopoiesis,C0302090,Organ or Tissue Function,False,True
2103,promyelocytes,C0033416,Cell,PRODUCES,azurophilic granules,C0333829,Cell Component,False,True
2105,myelocytes,C0369715,Cell,EXHIBITS,granules,C3853573,Biomedical or Dental Material,False,True
2106,myelocytes,C0369715,Cell,PRODUCES,metamyelocytes,C0229635,Cell,False,True
2108,cytoplasm,C0010834,Cell Component,LOCATION_OF,granules,C3853573,Biomedical or Dental Material,False,True
2110,nucleus,C0007610,Cell Component,PART_OF,band,C0175723,Medical Device,False,True
2110,nuclear constrictions,C0009813,Therapeutic or Preventive Procedure,OCCURS_IN,band neutrophil,C0027950,Cell,False,True
2110,circulation,C0005775,Physiologic Function,LOCATION_OF,band cells,C3661517,Cell,False,True
2112,granulopoesis,C1326082,Cell Function,OCCURS_IN,bone marrow,C0005953,Tissue,False,True
2119,transcription factors,C0040648,"Amino Acid, Peptide, or Protein",AFFECTS,fate,C1539479,Gene or Genome,False,True
2120,transcription factors,C0040648,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,promoter,C0086860,"Nucleic Acid, Nucleoside, or Nucleotide",False,True
2120,transcription factors,C0040648,"Amino Acid, Peptide, or Protein",INTERACTS_WITH,enhancer regions,C0086222,"Nucleic Acid, Nucleoside{, or Nucleotide",False,True
2120,erythropoietin,C0014822,"Amino Acid, Peptide, or Protein",AFFECTS,erythrocyte,C0014792,Cell,False,True
2120,thrombopoietin,C0040052,"Amino Acid, Peptide, or Protein",AFFECTS,thrombocyte,C0005821,Cell,False,True
2120,interleukins,C0021764,"Amino Acid, Peptide, or Protein",AFFECTS,leukocytes,C0023516,Cell,False,True
2120,interleukins,C0021764,"Amino Acid, Peptide, or Protein",AFFECTS,progenitors,C0038250,Cell,False,True
2120,il-3,C0021757,"Amino Acid, Peptide, or Protein",AFFECTS,progenitor cells,C0038250,Cell,False,True
2122,cytokines,C0079189,"Amino Acid, Peptide, or Protein",TREATS,human disease,C0162534,Disease or Syndrome,False,True
2122,gm-csf,C0079460,"Amino Acid, Peptide, or Protein",AFFECTS,wbcs,C0023516,Cell,False,True
2125,bone marrow,C0005953,Tissue,LOCATION_OF,monocytes,C0026473,Cell,False,True
2125,gm-csf,C0079460,"Amino Acid, Peptide, or Protein",AFFECTS,tissue macrophages,C0019612,Cell,False,True
2125,m-csf,C0079784,"Amino Acid, Peptide, or Protein",AFFECTS,tissue macrophages,C0019612,Cell,False,True
2128,pax5,C0167636,"Amino Acid, Peptide, or Protein",AFFECTS,genes,C0017337,Gene or Genome,False,True
2128,bone marrow,C0005953,Tissue,PRODUCES,nk cells,C0022688,Cell,False,True
2129,bone,C0005931,Tissue,LOCATION_OF,red bone marrow,C0229624,Tissue,False,True
2129,medullary cavity,C0222662,Body Space or Junction,LOCATION_OF,red bone marrow,C0229624,Tissue,False,True
2129,spongy bone,C0222660,Tissue,LOCATION_OF,red bone marrow,C0229624,Tissue,False,True
2130,bone marrow,C0005953,Tissue,CONSISTS_OF,blood vessels,C0005847,"Body Part, Organ, or Organ Component",False,True
2130,bone marrow,C0005953,Tissue,CONSISTS_OF,sinusoids,C0682624,Body Space or Junction,False,True
2130,bone marrow,C0005953,Tissue,CONSISTS_OF,hemopoietic cells,C0018956,Cell,False,True
2131,sinusoid,C0682624,Body Space or Junction,PART_OF,red bone marrow,C0229624,Tissue,False,True
2138,bone marrow,C0005953,Tissue,CONTAINS,adipose cells,C0206131,Cell,False,True
2139,yellow bone marrow,C0229625,Tissue,IS_A,bone marrow,C0005953,Tissue,False,True
2142,age,C0001779,Organism Attribute,AFFECTS,hemopoietic cells,C0018956,Cell,False,True
2143,hypocellular bone marrow,C0522620,Cell or Molecular Dysfunction,OCCURS_IN,chemotherapy,C0013216,Therapeutic or Preventive Procedure,False,True
2144,bone marrow,C0005953,Tissue,CONSISTS_OF,adipose cells,C0206131,Cell,False,True
2146,lymphocytes,C0024264,Cell,IS_A,agranulocytes,C0023517,Cell,False,True
2146,blood platelets,C0005821,Cell,PERFORMS,blood clotting,C0005778,Organ or Tissue Function,False,True
2150,neutrophils,C0027950,Cell,ASSOCIATED_WITH,age,C0001779,Organism Attribute,False,True
2150,blood stream,C0036690,Disease or Syndrome,LOCATION_OF,neutrophil,C0027950,Cell,False,True
2150,cytoplasm,C0010834,Cell Component,CONTAINS,fine granules,C3853573,Biomedical or Dental Material,False,True
2152,cytoplasm,C0010834,Cell Component,CONTAINS,eosinophilic granules,C0014461,Neoplastic Process,False,True
2165,monolayer,C0872351,Clinical Drug,CONTAINS,cells,C0007634,Cell,False,True
2165,megakaryocyte,C0025166,Cell,PRODUCES,platelets,C0005821,Cell,False,True
2169,eosinophilia,C0014457,Disease or Syndrome,INDICATES,hemoglobin production,C0008721,Organic Chemical,False,True
2176,myeloblast,C0229633,Cell,EXHIBITS,cytoplasm,C0010834,Cell Component,False,True
2178,promyelocyte,C0033416,Cell,EXHIBITS,nucleus,C0007610,Cell Component,False,True
2180,eosinophilic myelocyte,C0229642,Cell,CONTAINS,nucleus,C0007610,Cell Component,False,True
2182,neutrophilic myelocyte,C0229637,Cell,CONTAINS,round nucleus,C0007610,Cell Component,False,True
2184,eosinophilic metamyelocyte,C0229643,Cell,CONTAINS,nucleus,C0007610,Cell Component,False,True
2186,neutrophilic metamy{elocyte,C0229638,Cell,CONTAINS,nucleus,C0007610,Cell Component,False,True
2192,muscle tissue,C0026845,Tissue,AFFECTS,movement,C0026649,Organism Function,False,True
2194,protein actin,C0033684,"Amino Acid, Peptide, or Protein",INGREDIENT_OF,thin filaments,C0025979,Cell Component,False,True
2194,protein myosin ii,C0027103,"Amino Acid, Peptide, or Protein",INGREDIENT_OF,thick filaments,C0025979,Cell Component,False,True
2195,muscle cells,C0596981,Cell,USES,contractile filaments,C0025979,Cell Component,False,True
2198,cytoplasm,C0010834,Cell Component,LOCATION_OF,nuclei,C0007610,Cell Component,False,True
2199,skeletal muscle,C0242692,Tissue,CONNECTED_TO,bone,C0005931,Tissue,False,True
2199,skeletal muscle,C0242692,Tissue,PERFORMS,movement,C0026649,Organism Function,False,True
2199,skeletal muscles,C0242692,Tissue,PERFORMS,eye movement,C0015413,Physiologic Function,False,True
2201,cardiac muscle,C0027061,Tissue,IS_A,striated muscle,C0242692,Tissue,False,True
2201,heart,C0018787,"Body Part, Organ, or Organ Component",LOCATION_OF,cardiac muscle,C0027061,Tissue,False,True
2201,veins,C0042449,"Body Part, Organ, or Organ Component",LOCATION_OF,cardiac muscle,C0027061,Tissue,False,True
2203,viscera,C0042779,"Body Part, Organ, or Organ Component",LOCATION_OF,smooth muscle,C1267092,Tissue,False,True
2203,vascular system,C0489903,Body System,LOCATION_OF,smooth muscle,C1267092,Tissue,False,True
2203,skin,C0444099,Body Substance,CONTAINS,arrector pili muscles,C0221975,"Body Part, Organ, or Organ Component",False,True
2203,eye,C0015392,"Body Part, Organ, or Organ Component",CONTAINS,intrinsic muscles,C0448353,"Body Part, Organ, or Organ Component",False,True
2204,skeletal muscle cell,C1704336,Cell,IS_A,syncytium,C0017526,Cell,False,True
2206,endomysium,C0504097,Tissue,LOCATION_OF,nuclei,C0007610,Cell Component,False,True
2207,skeletal muscle,C0242692,Tissue,CONSISTS_OF,striated muscle fibers,C0027075,Cell Component,False,True
2208,connective tissue,C0009780,Tissue,SURROUNDS,bundles,C3658308,Therapeutic or Preventive Procedure,False,True
2208,connective tissue,C0009780,Tissue,CONTAINS,blood vessels,C0005847,"Body Part, Organ, or Organ Component",False,True
2208,connective tissue,C0009780,Tissue,CONTAINS,nerves,C0027740,"Body Part, Organ, or Organ Component",False,True
2209,endomysium,C0504097,Tissue,CONSISTS_OF,reticular fibers,C0035285,"Amino Acid, Peptide, or Protein",False,True
2211,perimysium,C0224087,"Body Part, Organ, or Organ Component",SURROUNDS,bundle,C1704398,Organ or Tissue Function,False,True
2211,fascicles,C1185741,Tissue,CONSISTS_OF,muscle fibers,C0242697,Cell,False,True
2214,connective tissue,C0009780,Tissue,LOCATED_IN,bovine semitendinous muscle,C0224453,"Body Part, Organ, or Organ Component",False,True
2215,muscle fibers,C0242697,Cell,EXHIBITS,oxidative enzyme activity,C0243102,Molecular Function,False,True
2215,mitochondria,C0026237,Cell Component,CONTAINS,oxidative enzymes,C0014442,"Amino Acid, Peptide, or Protein",False,True
2220,type i fibers,C0242874,Cell,LOCATION_OF,limb muscles,C1519357,Tissue,False,True
2220,type i fibers,C0242874,Cell,LOCATION_OF,breast muscle,C0026845,Tissue,False,True
2221,type iia fibers,C0242874,Cell,IS_A,intermediate fibers,C1512862,Tissue,False,True
2221,type iia fibers,C0242874,Cell,CONTAINS,glycogen,C0017911,Organic Chemical,False,True
2224,myofibrils,C0027075,Cell Component,LOCATION_OF,muscle fibers,C0242697,Cell,False,True
2226,myofilaments,C0025979,Cell Component,CONSISTS_OF,myosin ii,C0027103,"Amino Acid, Peptide, or Protein",False,True
2226,myofilaments,C0025979,Cell Component,CONSISTS_OF,actin,C0001271,"Amino Acid, Peptide, or Protein",False,True
2233,actin filament,C0025979,Cell Component,LOCATION_OF,a band,C0230717,Cell Component,False,True
2234,nucleus,C0007610,Cell Component,LOCATION_OF,periphery,C1622967,Cell Component,False,True
2238,thin filament,C0025979,Cell Component,LOCATION_OF,z line,C0230719,Cell Component,False,True
2239,f-actin,C1180307,"Amino Acid, Peptide, or Protein",PART_OF,contractile apparatus,C0025979,Cell Component,False,True
2239,troponin,C0041199,"Amino Acid, Peptide, or Protein",PART_OF,contractile apparatus,C0025979,Cell Component,False,True
2239,tropomyosin,C0041197,"Amino Acid, Peptide, or Protein",PART_OF,contractile apparatus,C0025979,Cell Component,False,True
2239,myosin ii,C0027103,"Amino Acid, Peptide, or Protein",PART_OF,contractile apparatus,C0025979,Cell Component,False,True
2240,thin filaments,C1179121,Cell Component,CONTAINS,f-actin,C1180307,"Amino Acid, Peptide, or Protein",False,True
2240,thin filaments,C1179121,Cell Component,CONTAINS,tropomyosin,C0041197,"Amino Acid, Peptide, or Protein",False,True
2240,thin filaments,C1179121,Cell Component,CONTAINS,troponin,C0041199,"Amino Acid, Peptide, or Protein",False,True
2240,thick filaments,C1179120,Cell Component,CONTAINS,myosin ii,C0027103,"Amino Acid, Peptide, or Protein",False,True
2241,g-actin,C0016890,"Amino Acid, Peptide, or Protein",PRODUCES,f-actin filament,C1180307,"Amino Acid, Peptide, or Protein",False,True
2250,accessory proteins,C1955894,"Amino Acid, Peptide, or Protein",MANAGES,myofilaments,C0025979,Cell Component,False,True
2250,titin,C0056248,"Amino Acid, Peptide, or Protein",CONNECTED_TO,filaments,C0025979,Cell Component,False,True
2251,actinin,C3658308,Therapeutic or Preventive Procedure,CONNECTED_TO,z line,C0230719,Cell Component,False,True
2252,nebulin,C0068477,"Amino Acid, Peptide, or Protein",CONNECTED_TO,z lines,C0230719,Cell Component,False,True
2253,tropomodulin,C0147029,"Amino Acid, Peptide, or Protein",CONNECTED_TO,thin filament,C1179121,Cell Component,False,True
2253,actin-capping protein,C1420782,Gene or Genome,MANAGES,sarcomeric actin filament,C0025979,Cell Component,False,True
2253,thin filament length,C1179121,Cell Component,AFFECTS,tension,C0233494,Mental or Behavioral Dysfunction,False,True
2254,desmin,C0011696,"Amino Acid, Peptide, or Protein",SURROUNDS,sarcomere,C0036225,Cell Component,False,True
2254,desmin,C0011696,"Amino Acid, Peptide, or Protein",CONNECTED_TO,myofibrils,C0027075,Cell Component,False,True
2255,myomesin,C0067057,"Amino Acid, Peptide, or Protein",CONNECTED_TO,filaments,C0025979,Cell Component,False,True
2257,dystrophin,C0079259,"Amino Acid, Peptide, or Protein",CONNECTED_TO,laminin,C0022984,"Amino Acid, Peptide, or Protein",False,True
2257,dystrophin,C0079259,"Amino Acid, Peptide, or Protein",CONNECTED_TO,actin filaments,C0025979,Cell Component,False,True
2258,sarcomere,C0036225,Cell Component,PERFORMS,shortens,C0441636,Therapeutic or Preventive Procedure,False,True
2262,myosin head,C1179941,"Amino Acid, Peptide, or Protein",CONNECTED_TO,thin filament,C0025979,Cell Component,False,True
2264,titin,C0056248,"Amino Acid, Peptide, or Protein",CONNECTED_TO,thick filaments,C0025979,Cell Component,False,True
2264,titin,C0056248,"Amino Acid, Peptide, or Protein",CONNECTED_TO,z line,C0230719,Cell Component,False,True
2264,actinin,C3658308,Therapeutic or Preventive Procedure,CONNECTED_TO,thin filaments,C0025979,Cell Component,False,True
2264,nebulin,C0068477,"Amino Acid, Peptide, or Protein",CONNECTED_TO,thin filaments,C0025979,Cell Component,False,True
2264,tropomodulin,C0147029,"Amino Acid, Peptide, or Protein",MANAGES,thin filaments,C0025979,Cell Component,False,True
2264,myomesin,C0067057,"Amino Acid, Peptide, or Protein",CONNECTED_TO,thick filaments,C0025979,Cell Component,False,True
2264,c proteins,C0055817,"Amino Acid, Peptide, or Protein",CONNECTED_TO,thick filaments,C0025979,Cell Component,False,True
2266,f-actin,C1180307,"Amino Acid, Peptide, or Protein",CONNECTED_TO,tail,C0039259,"Body Part, Organ, or Organ Component",False,True
2267,mutations,C0026882,Genetic Function,CAUSES,muscular dystrophy,C0026850,Disease or Syndrome,False,True
2269,dystrophin-glycoprotein complexes,C1166829,Cell Component,CONNECTED_TO,muscle genes,C0026845,Tissue,False,True
2274,atp,C0001480,"Nucleic Acid, Nucleoside, or Nucleotide",CAUSES,myosin head,C1179941,"Amino Acid, Peptide, or Protein",False,True
2278,myosin head,C1179941,"Amino Acid, Peptide, or Protein",CAUSES,movement,C0026649,Organism Function,False,True
2285,terminal cisternae,C1166837,Cell Component,CONTAINS,ca2,C0666743,"Amino Acid, Peptide, or Protein",False,True
2289,depolarization,C3714805,Cell Function,CAUSES,release,C0030685,Health Care Activity,False,True
2290,opening of ca2-release channels,,,CAUSES,ca2,C0666743,"Amino Acid, Peptide, or Protein",False,True
2292,skeletal muscle fibers,C0242692,Tissue,CONNECTED_TO,motor neurons,C0026609,Cell,False,True
2294,terminal branches,C2266172,Cell Component,CONNECTED_TO,muscle fiber,C0242697,Cell,False,True
2298,plasma membrane,C0007603,Cell Component,LOCATION_OF,cholinergic receptors,C0034792,"Amino Acid, Peptide, or Protein",False,True
2300,movement,C0026649,Organism Function,CAUSES,sarcomere shortening,C0441636,Therapeutic or Preventive Procedure,False,True
2301,axon,C0004461,Cell Component,CONNECTED_TO,muscle cell,C0596981,Cell,False,True
2302,ach na channels,C0022009,"Amino Acid, Peptide, or Protein",CAUSES,influx,C2752294,Cell Function,False,True
2302,acetylcholinesterase,C0014442,"Amino Acid, Peptide, or Protein",PREVENTS,stimulation,C1292856,Therapeutic or Preventive Procedure,False,True
2304,motor unit,C0231502,"Body Part, Organ, or Organ Component",CONSISTS_OF,neuron,C0027882,Cell,False,True
2304,motor unit,C0231502,"Body Part, Organ, or Organ Component",CONSISTS_OF,muscle fibers,C0242697,Cell,False,True
2310,motor nerve cell,C0501384,"Body Part, Organ, or Organ Component",AFFECTS,muscle cells,C0596981,Cell,False,True
2314,motor neuron,C0026609,Cell,CAUSES,contraction,C1140999,Pathologic Function,False,True
2316,release,C0030685,Health Care Activity,CAUSES,depolarization,C3714805,Cell Function,False,True
2316,acetylcholine,C0001041,Organic Chemical,CAUSES,depolarization,C3714805,Cell Function,False,True
2318,cell,C0007634,Cell,LOCATION_OF,na,C0037473,Biologically Active Substance,False,True
2321,membranes,C0025255,Tissue,PART_OF,t tubules,C1179122,Cell Component,False,True
2325,t tubules,C1179122,Cell Component,ADJACENT_TO,lateral enlargements,C0020564,Pathologic Function,False,True
2325,lateral enlargements,C0020564,Pathologic Function,PART_OF,sarcoplasmic reticulum,C0036226,Cell Component,False,True
2331,cisternae,C1166837,Cell Component,LOCATION_OF,ca2,C0666743,"Amino Acid, Peptide, or Protein",False,True
2332,encapsulated sensory receptors,C0034837,Cell Component,IS_A,proprioreceptors,C0682649,Cell,False,True
2334,myasthenia gravis,C0026896,Disease or Syndrome,IS_A,autoimmune disease,C0004364,Disease or Syndrome,False,True
2336,muscle spindle,C0027871,"Body Part, Organ, or Organ Component",IS_A,specialized stretch receptor,C0034841,"Body Part, Organ, or Organ Component",False,True
2336,skeletal muscle,C0242692,Tissue,LOCATION_OF,muscle spindle,C0027871,"Body Part, Organ, or Organ Component",False,True
2337,muscle spindle,C0027871,"Body Part, Organ, or Organ Component",CONSISTS_OF,spindle cells,C0682540,Cell,False,True
2337,muscle spindle,C0027871,"Body Part, Organ, or Organ Component",CONSISTS_OF,neuron terminals,C0027747,Cell Component,False,True
2337,internal capsule,C0152341,"Body Part, Organ, or Organ Component",SURROUNDS,muscle fibers,C0242697,Cell,False,True
2338,muscle spindles,C0027871,"Body Part, Organ, or Organ Component",PART_OF,skeletal muscles,C0242692,Tissue,False,True
2342,myostatin,C0538238,"Amino Acid, Peptide, or Protein",DISRUPTS,muscle growth,C2262673,Organ or Tissue Function,False,True
2342,myostatin,C0538238,"Amino Acid, Peptide, or Protein",DISRUPTS,differentiation,C0007589,Cell Function,False,True
2345,skeletal muscle progenitors,C0038250,Cell,PRODUCES,myoblasts,C0596995,Cell,False,True
2346,developing muscle,C0949649,Organ or Tissue Function,CONTAINS,myoblasts,C0596995,Cell,False,True
2346,myoblasts,C0596995,Cell,PRODUCES,primary myotubes,C0242697,Cell,False,True
2347,myoblasts,C0596995,Cell,PRODUCES,secondary myotubes,C0242697,Cell,False,True
2347,myotubes,C0242697,Cell,CONNECTED_TO,nerve terminals,C0027747,Cell Component,False,True
2349,peripheral sarcoplasm,C0682566,Cell Component,LOCATION_OF,nuclei,C0007610,Cell Component,False,True
2350,external lamina,C0085872,Tissue,LOCATION_OF,myoblasts,C0596995,Cell,False,True
2351,satellite cells,C0205868,Cell,INGREDIENT_OF,treatment strategy,C1517303,Therapeutic or Preventive Procedure,False,True
2352,intercalated discs,C0684215,Cell Component,CONNECTED_TO,cardiac muscle cells,C0225828,Cell,False,True
2353,intercalated discs,C0684215,Cell Component,PART_OF,fiber,C0225326,Organic Chemical,False,True
2358,atrial natriuretic factor,C0027481,"Amino Acid, Peptide, or Protein",IS_A,diuretic,C0012798,Pharmacologic Substance,False,True
2358,brain natriuretic factor,C0054015,"Amino Acid, Peptide, or Protein",IS_A,diuretic,C0012798,Pharmacologic Substance,False,True
2362,intercalated disc,C0684215,Cell Component,CONTAINS,cell-to-cell junctions,C0007582,Cell Function,False,True
2364,maculae adherentes,C0011703,Cell Component,CONNECTED_TO,muscle cells,C0596981,Cell,False,True
2365,gap junctions,C0206117,Body Space or Junction,CONNECTED_TO,cardiac muscle cells,C0225828,Cell,False,True
2365,gap junctions,C0206117,Body Space or Junction,PART_OF,lateral component,C1179435,"Amino Acid, Peptide, or Protein",False,True
2379,cell,C0007634,Cell,LOCATION_OF,nuclei,C0007610,Cell Component,False,True
2379,contraction,C1140999,Pathologic Function,OCCURS_IN,cell,C0007634,Cell,False,True
2387,vascular smooth muscle,C0026844,Tissue,CONTAINS,vimentin filaments,C0025979,Cell Component,False,True
2388,thin filaments,C1179121,Cell Component,CONTAINS,actin,C0001271,"Amino Acid, Peptide, or Protein",False,True
2395,plaque proteins,C0033684,"Amino Acid, Peptide, or Protein",CONNECTED_TO,thin filaments,C1179121,Cell Component,False,True
2395,plaque proteins,C0033684,"Amino Acid, Peptide, or Protein",CONNECTED_TO,sarcolemma,C0007603,Cell Component,False,True
2399,contraction,C1140999,Pathologic Function,PRODUCES,corkscrew,C0700362,Medical Device,False,True
2400,cell,C0007634,Cell,LOCATION_OF,network,C0150775,Population Group,False,True
2401,impulses,C0034107,Health Care Activity,CAUSES,contraction,C1140999,Pathologic Function,False,True
2402,ca2,C0666743,"Amino Acid, Peptide, or Protein",CAUSES,muscle contraction,C0026820,Physiologic Function,False,True
2403,mechanosensitive ion channels,C1153472,Molecular Function,CAUSES,spontaneous muscle contraction,C0015644,Sign or Symptom,False,True
2404,acetylcholine,C0027908,Biologically Active Substance,AFFECTS,receptors,C0597357,"Amino Acid, Peptide, or Protein",False,True
2404,norepinephrine,C0028351,Organic Chemical,AFFECTS,receptors,C0597357,"Amino Acid, Peptide, or Protein",False,True
2405,chemical stimuli,C0038337,Molecular Function,AFFECTS,cell membrane receptors,C0034800,"Amino Acid, Peptide, or Protein",False,True
2405,cell membrane receptors,C0034800,"Amino Acid, Peptide, or Protein",CAUSES,muscle contraction,C0026820,Physiologic Function,False,True
2408,ser membrane,C0230790,Cell Component,LOCATION_OF,ip3 receptor,C0063592,"Amino Acid, Peptide, or Protein",False,True
2416,smooth muscle,C1267092,Tissue,EXHIBITS,contractile activity,C0026820,Physiologic Function,False,True
2419,hormones,C0019932,Hormone,INTERACTS_WITH,ligand-gated ca2 channels,C0815090,"Amino Acid, Peptide, or Protein",False,True
2419,oxytocin,C0030095,"Amino Acid, Peptide, or Protein",CAUSES,smooth muscle contraction,C1155937,Organ or Tissue Function,False,True
2419,oxytocin,C0030095,"Amino Acid, Peptide, or Protein",CAUSES,uterine contraction,C0042130,Organ or Tissue Function,False,True
2420,connective tissue,C0009780,Tissue,LOCATION_OF,nerve terminals,C0027747,Cell Component,False,True
2421,connective tissue,C0009780,Tissue,CONTAINS,nerve fibers,C0027749,Cell Component,False,True
2421,enlargements,C0020564,Pathologic Function,CONTAINS,synaptic vesicles,C0039065,Cell Component,False,True
2422,gap junctions,C0206117,Body Space or Junction,CONNECTED_TO,smooth muscle cells,C1135918,Cell,False,True
2423,smooth muscle cells,C1135918,Cell,PRODUCES,connective tissue matrix,C0230889,"Body Part, Organ, or Organ Component",False,True
2427,smooth muscle,C1267092,Tissue,CONTAINS,cells,C0007634,Cell,False,True
2428,serum response factor,C0074398,"Amino Acid, Peptide, or Protein",AFFECTS,genes,C0017337,Gene or Genome,False,True
2429,basal lamina,C0085872,Tissue,LOCATION_OF,vascular pericytes,C0005847,"Body Part, Organ, or Organ Component",False,True
